setting	config_id	quant	normalization	imputation	de_method	log2fc	fdr_method	project_count	eligible_projects	eligible_project_rate	failed_projects	failure_rate	median_benchmark_rank	mean_benchmark_rank	rank_iqr	win_frequency
DIA	pibaq__deqms|bh|median|impseq|fc0.5|a0.05|none|k2	pibaq	median	impseq	deqms	0.5	bh	5	5	1.0	0	0.0	161.2	138.66	126.6	0.0
DIA	top3__limma|bh|none|mindet|fc0.5|a0.05|none|k2	top3	none	mindet	limma	0.5	bh	5	5	1.0	0	0.0	161.5	141.1	73.00000000000001	0.0
DIA	sum__deqms|bh|median|seqknn|fc0.5|a0.05|none|k2	sum	median	seqknn	deqms	0.5	bh	5	5	1.0	0	0.0	161.6	148.22	89.29999999999998	0.0
DIA	pibaq__limrots|bh|none|seqknn|fc0.5|a0.05|none|k2	pibaq	none	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	161.9	173.44	63.900000000000006	0.0
DIA	sum__rots|bh|none|qrilc|fc0.5|a0.05|none|k2	sum	none	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	162.2	170.02	50.0	0.0
DIA	top3__limrots|bh|none|seqknn|fc0.5|a0.05|none|k2	top3	none	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	162.3	183.88000000000002	62.29999999999998	0.0
DIA	pibaq__rots|bh|none|none|fc0.5|a0.05|none|k2	pibaq	none	none	rots	0.5	bh	5	5	1.0	0	0.0	163.8	156.92000000000002	52.20000000000002	0.0
DIA	sum__limma|bh|median|none|fc0.5|a0.05|none|k2	sum	median	none	limma	0.5	bh	5	5	1.0	0	0.0	164.1	162.00000000000003	43.900000000000006	0.0
DIA	pibaq__limrots|bh|none|none|fc0.5|a0.05|none|k2	pibaq	none	none	limrots	0.5	bh	5	5	1.0	0	0.0	164.4	173.16000000000003	61.80000000000001	0.0
DIA	pibaq__rots|bh|none|qrilc|fc0.5|a0.05|none|k2	pibaq	none	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	164.5	175.64000000000001	101.60000000000001	0.0
DIA	sum__deqms|bh|median|impseq|fc0.5|a0.05|none|k2	sum	median	impseq	deqms	0.5	bh	5	5	1.0	0	0.0	164.8	148.32000000000002	96.8	0.0
DIA	pibaq__limma|bh|median|none|fc0.5|a0.05|none|k2	pibaq	median	none	limma	0.5	bh	5	5	1.0	0	0.0	164.9	154.8	55.70000000000002	0.0
DIA	maxlfq__rots|bh|none|mindet|fc0.5|a0.05|none|k2	maxlfq	none	mindet	rots	0.5	bh	5	5	1.0	0	0.0	165.5	160.47999999999996	42.39999999999998	0.0
DIA	sum__limma|bh|median|mindet|fc0.5|a0.05|none|k2	sum	median	mindet	limma	0.5	bh	5	5	1.0	0	0.0	165.5	166.57999999999998	29.599999999999994	0.0
DIA	sum__rots|bh|none|minprob|fc0.5|a0.05|none|k2	sum	none	minprob	rots	0.5	bh	5	5	1.0	0	0.0	167.2	161.78	18.599999999999994	0.0
DIA	sum__limrots|bh|none|minprob|fc0.5|a0.05|none|k2	sum	none	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	167.5	168.16	69.80000000000001	0.0
DIA	pibaq__rots|bh|none|minprob|fc0.5|a0.05|none|k2	pibaq	none	minprob	rots	0.5	bh	5	5	1.0	0	0.0	168.3	170.35999999999999	71.6	0.0
DIA	maxlfq__rots|bh|none|qrilc|fc0.5|a0.05|none|k2	maxlfq	none	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	168.8	172.68	35.20000000000002	0.0
DIA	directlfq__limrots|bh|none|mindet|fc0.5|a0.05|none|k2	directlfq	none	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	169.3	179.85999999999999	41.60000000000002	0.0
DIA	maxlfq__limrots|bh|none|qrilc|fc0.5|a0.05|none|k2	maxlfq	none	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	170.2	170.9	22.0	0.0
DIA	sum__deqms|bh|median|impseqrob|fc0.5|a0.05|none|k2	sum	median	impseqrob	deqms	0.5	bh	5	5	1.0	0	0.0	170.6	152.95999999999998	103.2	0.0
DIA	maxlfq__limrots|bh|none|mindet|fc0.5|a0.05|none|k2	maxlfq	none	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	171.1	176.83999999999997	36.400000000000006	0.0
DIA	sum__limrots|bh|none|qrilc|fc0.5|a0.05|none|k2	sum	none	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	172.5	168.4	60.400000000000006	0.0
DIA	sum__limma|bh|median|seqknn|fc0.5|a0.05|none|k2	sum	median	seqknn	limma	0.5	bh	5	5	1.0	0	0.0	172.6	166.95999999999998	47.0	0.0
DIA	directlfq__rots|bh|none|mindet|fc0.5|a0.05|none|k2	directlfq	none	mindet	rots	0.5	bh	5	5	1.0	0	0.0	172.9	173.14000000000001	31.0	0.0
DIA	top3__rots|bh|none|qrilc|fc0.5|a0.05|none|k2	top3	none	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	173.5	182.88	49.0	0.0
DIA	top3__rots|bh|none|none|fc0.5|a0.05|none|k2	top3	none	none	rots	0.5	bh	5	5	1.0	0	0.0	173.8	184.6	40.900000000000006	0.0
DIA	top3__limrots|bh|none|none|fc0.5|a0.05|none|k2	top3	none	none	limrots	0.5	bh	5	5	1.0	0	0.0	174.0	181.98000000000002	55.5	0.0
DIA	pibaq__limma|bh|median|mindet|fc0.5|a0.05|none|k2	pibaq	median	mindet	limma	0.5	bh	5	5	1.0	0	0.0	174.8	155.8	75.19999999999999	0.0
DIA	sum__limma|bh|median|knn|fc0.5|a0.05|none|k2	sum	median	knn	limma	0.5	bh	5	5	1.0	0	0.0	178.0	164.45999999999998	52.29999999999998	0.0
DIA	sum__limma|bh|median|minprob|fc0.5|a0.05|none|k2	sum	median	minprob	limma	0.5	bh	5	5	1.0	0	0.0	178.0	168.94	50.5	0.0
DIA	pibaq__limma|bh|median|knn|fc0.5|a0.05|none|k2	pibaq	median	knn	limma	0.5	bh	5	5	1.0	0	0.0	178.6	159.8	42.599999999999994	0.0
DIA	pibaq__deqms|bh|median|impseqrob|fc0.5|a0.05|none|k2	pibaq	median	impseqrob	deqms	0.5	bh	5	5	1.0	0	0.0	180.0	145.73999999999998	122.8	0.0
DIA	sum__limma|bh|median|qrilc|fc0.5|a0.05|none|k2	sum	median	qrilc	limma	0.5	bh	5	5	1.0	0	0.0	180.0	167.45999999999998	67.10000000000001	0.0
DIA	directlfq__rots|bh|none|qrilc|fc0.5|a0.05|none|k2	directlfq	none	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	180.0	172.95999999999998	40.599999999999994	0.0
DIA	pibaq__limma|bh|median|qrilc|fc0.5|a0.05|none|k2	pibaq	median	qrilc	limma	0.5	bh	5	5	1.0	0	0.0	180.2	157.40000000000003	66.0	0.0
DIA	top3__rots|bh|none|knn|fc0.5|a0.05|none|k2	top3	none	knn	rots	0.5	bh	5	5	1.0	0	0.0	180.2	174.18	86.1	0.0
DIA	maxlfq__rots|bh|none|none|fc0.5|a0.05|none|k2	maxlfq	none	none	rots	0.5	bh	5	5	1.0	0	0.0	180.6	190.44	67.4	0.0
DIA	pibaq__limma|bh|median|minprob|fc0.5|a0.05|none|k2	pibaq	median	minprob	limma	0.5	bh	5	5	1.0	0	0.0	181.4	159.4	71.0	0.0
DIA	maxlfq__rots|bh|none|knn|fc0.5|a0.05|none|k2	maxlfq	none	knn	rots	0.5	bh	5	5	1.0	0	0.0	181.4	188.84	66.0	0.0
DIA	top3__limrots|bh|none|impseq|fc0.5|a0.05|none|k2	top3	none	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	181.9	188.73999999999998	59.5	0.0
DIA	directlfq__rots|bh|none|minprob|fc0.5|a0.05|none|k2	directlfq	none	minprob	rots	0.5	bh	5	5	1.0	0	0.0	182.2	180.02000000000004	36.69999999999999	0.0
DIA	directlfq__rots|bh|none|none|fc0.5|a0.05|none|k2	directlfq	none	none	rots	0.5	bh	5	5	1.0	0	0.0	183.2	185.76	105.4	0.0
DIA	directlfq__rots|bh|none|knn|fc0.5|a0.05|none|k2	directlfq	none	knn	rots	0.5	bh	5	5	1.0	0	0.0	183.4	185.26	131.9	0.0
DIA	pibaq__limma|bh|median|seqknn|fc0.5|a0.05|none|k2	pibaq	median	seqknn	limma	0.5	bh	5	5	1.0	0	0.0	183.6	164.12	54.400000000000006	0.0
DIA	top3__limrots|bh|none|impseqrob|fc0.5|a0.05|none|k2	top3	none	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	183.7	192.51999999999998	49.5	0.0
DIA	top3__limrots|bh|none|mindet|fc0.5|a0.05|none|k2	top3	none	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	183.8	179.24	34.80000000000001	0.0
DIA	top3__rots|bh|none|seqknn|fc0.5|a0.05|none|k2	top3	none	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	184.0	184.72	63.39999999999998	0.0
DIA	pibaq__rots|bh|none|mindet|fc0.5|a0.05|none|k2	pibaq	none	mindet	rots	0.5	bh	5	5	1.0	0	0.0	184.1	182.56	41.20000000000002	0.0
DIA	top3__rots|bh|none|mindet|fc0.5|a0.05|none|k2	top3	none	mindet	rots	0.5	bh	5	5	1.0	0	0.0	184.4	186.94	47.79999999999998	0.0
DIA	top3__deqms|bh|median|mindet|fc0.5|a0.05|none|k2	top3	median	mindet	deqms	0.5	bh	5	5	1.0	0	0.0	185.6	179.08	76.80000000000001	0.0
DIA	maxlfq__rots|bh|none|seqknn|fc0.5|a0.05|none|k2	maxlfq	none	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	185.6	193.72000000000003	54.80000000000001	0.0
DIA	top3__rots|bh|none|impseq|fc0.5|a0.05|none|k2	top3	none	impseq	rots	0.5	bh	5	5	1.0	0	0.0	186.1	198.76000000000002	29.30000000000001	0.0
DIA	sum__limma|bh|median|impseq|fc0.5|a0.05|none|k2	sum	median	impseq	limma	0.5	bh	5	5	1.0	0	0.0	186.8	170.16	56.400000000000006	0.0
DIA	pibaq__limrots|bh|none|minprob|fc0.5|a0.05|none|k2	pibaq	none	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	187.1	179.64000000000001	58.099999999999994	0.0
DIA	top3__deqms|bh|median|qrilc|fc0.5|a0.05|none|k2	top3	median	qrilc	deqms	0.5	bh	5	5	1.0	0	0.0	187.6	172.38000000000002	64.6	0.0
DIA	pibaq__limrots|bh|none|qrilc|fc0.5|a0.05|none|k2	pibaq	none	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	187.9	178.0	96.5	0.0
DIA	top3__limma|bh|median|mindet|fc0.5|a0.05|none|k2	top3	median	mindet	limma	0.5	bh	5	5	1.0	0	0.0	188.2	181.6	40.0	0.0
DIA	directlfq__rots|bh|none|seqknn|fc0.5|a0.05|none|k2	directlfq	none	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	188.2	195.14000000000001	99.4	0.0
DIA	top3__rots|bh|none|impseqrob|fc0.5|a0.05|none|k2	top3	none	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	188.2	199.4	36.400000000000006	0.0
DIA	pibaq__limrots|bh|none|mindet|fc0.5|a0.05|none|k2	pibaq	none	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	188.7	184.44	37.10000000000002	0.0
DIA	pibaq__limma|bh|median|impseq|fc0.5|a0.05|none|k2	pibaq	median	impseq	limma	0.5	bh	5	5	1.0	0	0.0	190.2	164.14	98.49999999999999	0.0
DIA	top3__deqms|bh|median|minprob|fc0.5|a0.05|none|k2	top3	median	minprob	deqms	0.5	bh	5	5	1.0	0	0.0	190.2	176.44	59.0	0.0
DIA	pibaq__rots|bh|none|impseq|fc0.5|a0.05|none|k2	pibaq	none	impseq	rots	0.5	bh	5	5	1.0	0	0.0	191.5	186.38000000000002	49.10000000000002	0.0
DIA	top3__limrots|bh|none|qrilc|fc0.5|a0.05|none|k2	top3	none	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	191.5	189.56	59.400000000000006	0.0
DIA	maxlfq__rots|bh|median|minprob|fc0.5|a0.05|none|k2	maxlfq	median	minprob	rots	0.5	bh	5	5	1.0	0	0.0	192.1	191.11999999999998	83.20000000000002	0.0
DIA	top3__rots|bh|none|minprob|fc0.5|a0.05|none|k2	top3	none	minprob	rots	0.5	bh	5	5	1.0	0	0.0	192.6	184.45999999999998	39.19999999999999	0.0
DIA	top3__limrots|bh|none|minprob|fc0.5|a0.05|none|k2	top3	none	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	193.0	186.33999999999997	50.900000000000006	0.0
DIA	maxlfq__rots|bh|median|qrilc|fc0.5|a0.05|none|k2	maxlfq	median	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	193.4	197.74	47.29999999999998	0.0
DIA	directlfq__limrots|bh|none|qrilc|fc0.5|a0.05|none|k2	directlfq	none	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	194.2	185.44	40.900000000000006	0.0
DIA	pibaq__rots|bh|none|impseqrob|fc0.5|a0.05|none|k2	pibaq	none	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	194.3	193.1	32.5	0.0
DIA	top3__limma|bh|median|none|fc0.5|a0.05|none|k2	top3	median	none	limma	0.5	bh	5	5	1.0	0	0.0	195.0	177.04	41.099999999999994	0.0
DIA	top3__deqms|bh|median|none|fc0.5|a0.05|none|k2	top3	median	none	deqms	0.5	bh	5	5	1.0	0	0.0	195.2	173.8	71.99999999999999	0.0
DIA	sum__limma|bh|median|impseqrob|fc0.5|a0.05|none|k2	sum	median	impseqrob	limma	0.5	bh	5	5	1.0	0	0.0	196.0	178.18	59.099999999999994	0.0
DIA	directlfq__rots|bh|none|impseq|fc0.5|a0.05|none|k2	directlfq	none	impseq	rots	0.5	bh	5	5	1.0	0	0.0	196.0	201.66	72.69999999999999	0.0
DIA	top3__deqms|bh|median|knn|fc0.5|a0.05|none|k2	top3	median	knn	deqms	0.5	bh	5	5	1.0	0	0.0	196.9	175.66	61.19999999999999	0.0
DIA	directlfq__rots|bh|none|impseqrob|fc0.5|a0.05|none|k2	directlfq	none	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	197.8	202.84	73.29999999999998	0.0
DIA	pibaq__rots|bh|median|none|fc0.5|a0.05|none|k2	pibaq	median	none	rots	0.5	bh	5	5	1.0	0	0.0	197.9	208.68	55.10000000000002	0.0
DIA	maxlfq__limrots|bh|median|minprob|fc0.5|a0.05|none|k2	maxlfq	median	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	198.9	204.72	96.19999999999999	0.0
DIA	directlfq__limrots|bh|none|minprob|fc0.5|a0.05|none|k2	directlfq	none	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	199.2	186.98000000000002	45.5	0.0
DIA	maxlfq__limrots|bh|median|qrilc|fc0.5|a0.05|none|k2	maxlfq	median	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	199.2	203.57999999999998	53.900000000000006	0.0
DIA	top3__deqms|bh|median|impseq|fc0.5|a0.05|none|k2	top3	median	impseq	deqms	0.5	bh	5	5	1.0	0	0.0	199.4	182.44	73.4	0.0
DIA	directlfq__rots|bh|median|qrilc|fc0.5|a0.05|none|k2	directlfq	median	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	199.4	196.7	25.5	0.0
DIA	pibaq__limrots|bh|none|impseqrob|fc0.5|a0.05|none|k2	pibaq	none	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	199.7	197.6	14.900000000000006	0.0
DIA	top3__limma|bh|median|minprob|fc0.5|a0.05|none|k2	top3	median	minprob	limma	0.5	bh	5	5	1.0	0	0.0	200.2	184.7	45.30000000000001	0.0
DIA	pibaq__limrots|bh|none|impseq|fc0.5|a0.05|none|k2	pibaq	none	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	200.5	188.26	52.30000000000001	0.0
DIA	top3__deqms|bh|median|impseqrob|fc0.5|a0.05|none|k2	top3	median	impseqrob	deqms	0.5	bh	5	5	1.0	0	0.0	201.2	182.71999999999997	86.0	0.0
DIA	top3__limrots|bh|median|mindet|fc0.5|a0.05|none|k2	top3	median	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	201.5	210.11999999999998	32.599999999999994	0.0
DIA	sum__rots|bh|median|none|fc0.5|a0.05|none|k2	sum	median	none	rots	0.5	bh	5	5	1.0	0	0.0	202.1	210.04000000000002	55.0	0.0
DIA	sum__limrots|bh|median|none|fc0.5|a0.05|none|k2	sum	median	none	limrots	0.5	bh	5	5	1.0	0	0.0	202.1	211.82000000000002	40.900000000000006	0.0
DIA	top3__deqms|bh|median|seqknn|fc0.5|a0.05|none|k2	top3	median	seqknn	deqms	0.5	bh	5	5	1.0	0	0.0	202.4	181.94	61.900000000000006	0.0
DIA	sum__limrots|bh|median|qrilc|fc0.5|a0.05|none|k2	sum	median	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	202.8	213.88000000000002	38.0	0.0
DIA	top3__limma|bh|median|qrilc|fc0.5|a0.05|none|k2	top3	median	qrilc	limma	0.5	bh	5	5	1.0	0	0.0	203.0	183.42	65.10000000000002	0.0
DIA	top3__limma|bh|median|impseq|fc0.5|a0.05|none|k2	top3	median	impseq	limma	0.5	bh	5	5	1.0	0	0.0	203.8	190.22	58.69999999999999	0.0
DIA	sum__rots|bh|median|qrilc|fc0.5|a0.05|none|k2	sum	median	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	204.6	211.9	25.900000000000006	0.0
DIA	top3__limma|bh|median|knn|fc0.5|a0.05|none|k2	top3	median	knn	limma	0.5	bh	5	5	1.0	0	0.0	205.2	184.26	56.900000000000006	0.0
DIA	top3__limma|bh|median|impseqrob|fc0.5|a0.05|none|k2	top3	median	impseqrob	limma	0.5	bh	5	5	1.0	0	0.0	205.2	189.46000000000004	65.69999999999999	0.0
DIA	pibaq__limma|bh|median|impseqrob|fc0.5|a0.05|none|k2	pibaq	median	impseqrob	limma	0.5	bh	5	5	1.0	0	0.0	206.6	168.06	101.19999999999999	0.0
DIA	top3__rots|bh|median|minprob|fc0.5|a0.05|none|k2	top3	median	minprob	rots	0.5	bh	5	5	1.0	0	0.0	208.4	219.82000000000002	37.19999999999999	0.0
DIA	pibaq__rots|bh|median|impseq|fc0.5|a0.05|none|k2	pibaq	median	impseq	rots	0.5	bh	5	5	1.0	0	0.0	208.4	221.26	50.79999999999998	0.0
DIA	pibaq__limrots|bh|median|impseq|fc0.5|a0.05|none|k2	pibaq	median	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	208.6	218.51999999999998	35.5	0.0
DIA	pibaq__limrots|bh|median|impseqrob|fc0.5|a0.05|none|k2	pibaq	median	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	208.6	219.56	45.30000000000001	0.0
DIA	pibaq__rots|bh|median|impseqrob|fc0.5|a0.05|none|k2	pibaq	median	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	208.7	220.35999999999999	44.599999999999994	0.0
DIA	sum__limrots|bh|median|impseq|fc0.5|a0.05|none|k2	sum	median	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	209.9	210.77999999999997	26.200000000000017	0.0
DIA	pibaq__limrots|bh|median|none|fc0.5|a0.05|none|k2	pibaq	median	none	limrots	0.5	bh	5	5	1.0	0	0.0	209.9	214.76	38.900000000000006	0.0
DIA	sum__rots|bh|median|knn|fc0.5|a0.05|none|k2	sum	median	knn	rots	0.5	bh	5	5	1.0	0	0.0	210.1	214.4	55.0	0.0
DIA	pibaq__limrots|bh|median|mindet|fc0.5|a0.05|none|k2	pibaq	median	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	210.2	217.68	22.799999999999983	0.0
DIA	sum__rots|bh|median|seqknn|fc0.5|a0.05|none|k2	sum	median	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	210.3	216.8	49.400000000000006	0.0
DIA	sum__rots|bh|median|minprob|fc0.5|a0.05|none|k2	sum	median	minprob	rots	0.5	bh	5	5	1.0	0	0.0	210.4	207.95999999999998	50.400000000000006	0.0
DIA	sum__rots|bh|median|impseq|fc0.5|a0.05|none|k2	sum	median	impseq	rots	0.5	bh	5	5	1.0	0	0.0	210.7	209.0	31.80000000000001	0.0
DIA	top3__limma|bh|median|seqknn|fc0.5|a0.05|none|k2	top3	median	seqknn	limma	0.5	bh	5	5	1.0	0	0.0	210.8	188.82000000000002	55.30000000000001	0.0
DIA	pibaq__rots|bh|median|mindet|fc0.5|a0.05|none|k2	pibaq	median	mindet	rots	0.5	bh	5	5	1.0	0	0.0	211.0	208.82000000000002	33.400000000000006	0.0
DIA	pibaq__rots|bh|median|knn|fc0.5|a0.05|none|k2	pibaq	median	knn	rots	0.5	bh	5	5	1.0	0	0.0	211.1	213.28000000000003	46.099999999999994	0.0
DIA	sum__limrots|bh|median|knn|fc0.5|a0.05|none|k2	sum	median	knn	limrots	0.5	bh	5	5	1.0	0	0.0	211.3	211.28000000000003	46.89999999999998	0.0
DIA	sum__rots|bh|median|impseqrob|fc0.5|a0.05|none|k2	sum	median	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	212.3	211.51999999999998	27.399999999999977	0.0
DIA	top3__limrots|bh|median|none|fc0.5|a0.05|none|k2	top3	median	none	limrots	0.5	bh	5	5	1.0	0	0.0	212.3	217.04000000000002	40.099999999999994	0.0
DIA	sum__limrots|bh|median|impseqrob|fc0.5|a0.05|none|k2	sum	median	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	212.8	212.04000000000002	26.299999999999983	0.0
DIA	pibaq__limrots|bh|median|knn|fc0.5|a0.05|none|k2	pibaq	median	knn	limrots	0.5	bh	5	5	1.0	0	0.0	212.8	214.82	25.599999999999994	0.0
DIA	sum__limrots|bh|median|seqknn|fc0.5|a0.05|none|k2	sum	median	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	213.0	212.35999999999999	28.69999999999999	0.0
DIA	top3__rots|bh|median|none|fc0.5|a0.05|none|k2	top3	median	none	rots	0.5	bh	5	5	1.0	0	0.0	213.1	215.24	55.39999999999998	0.0
DIA	pibaq__rots|bh|median|seqknn|fc0.5|a0.05|none|k2	pibaq	median	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	214.0	215.74	40.29999999999998	0.0
DIA	top3__rots|bh|median|mindet|fc0.5|a0.05|none|k2	top3	median	mindet	rots	0.5	bh	5	5	1.0	0	0.0	214.1	211.44	40.60000000000002	0.0
DIA	top3__limrots|bh|median|minprob|fc0.5|a0.05|none|k2	top3	median	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	214.9	218.92	33.0	0.0
DIA	directlfq__limrots|bh|none|knn|fc0.5|a0.05|none|k2	directlfq	none	knn	limrots	0.5	bh	5	5	1.0	0	0.0	216.4	204.24	89.79999999999998	0.0
DIA	pibaq__limrots|bh|median|minprob|fc0.5|a0.05|none|k2	pibaq	median	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	217.8	217.28000000000003	34.900000000000006	0.0
DIA	top3__limrots|bh|median|impseqrob|fc0.5|a0.05|none|k2	top3	median	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	218.0	220.88000000000002	32.69999999999999	0.0
DIA	directlfq__limrots|bh|none|seqknn|fc0.5|a0.05|none|k2	directlfq	none	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	220.0	203.92000000000002	92.40000000000003	0.0
DIA	pibaq__limrots|bh|median|seqknn|fc0.5|a0.05|none|k2	pibaq	median	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	220.0	217.6	40.0	0.0
DIA	top3__rots|bh|median|knn|fc0.5|a0.05|none|k2	top3	median	knn	rots	0.5	bh	5	5	1.0	0	0.0	220.7	217.08	30.799999999999983	0.0
DIA	pibaq__rots|bh|median|minprob|fc0.5|a0.05|none|k2	pibaq	median	minprob	rots	0.5	bh	5	5	1.0	0	0.0	221.1	213.45999999999998	35.60000000000002	0.0
DIA	top3__rots|bh|median|impseqrob|fc0.5|a0.05|none|k2	top3	median	impseqrob	rots	0.5	bh	5	5	1.0	0	0.0	222.0	220.56	39.900000000000006	0.0
DIA	top3__rots|bh|median|seqknn|fc0.5|a0.05|none|k2	top3	median	seqknn	rots	0.5	bh	5	5	1.0	0	0.0	222.3	221.56000000000003	31.400000000000006	0.0
DIA	maxlfq__limrots|bh|none|knn|fc0.5|a0.05|none|k2	maxlfq	none	knn	limrots	0.5	bh	5	5	1.0	0	0.0	222.8	199.12	60.19999999999999	0.0
DIA	top3__rots|bh|median|impseq|fc0.5|a0.05|none|k2	top3	median	impseq	rots	0.5	bh	5	5	1.0	0	0.0	222.8	221.74	33.69999999999999	0.0
DIA	pibaq__limrots|bh|median|qrilc|fc0.5|a0.05|none|k2	pibaq	median	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	223.6	218.35999999999999	31.69999999999999	0.0
DIA	top3__limrots|bh|median|knn|fc0.5|a0.05|none|k2	top3	median	knn	limrots	0.5	bh	5	5	1.0	0	0.0	224.2	218.35999999999999	31.700000000000017	0.0
DIA	pibaq__rots|bh|median|qrilc|fc0.5|a0.05|none|k2	pibaq	median	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	224.4	214.0	35.80000000000001	0.0
DIA	top3__limrots|bh|median|qrilc|fc0.5|a0.05|none|k2	top3	median	qrilc	limrots	0.5	bh	5	5	1.0	0	0.0	224.6	217.35999999999999	34.69999999999999	0.0
DIA	sum__rots|bh|median|mindet|fc0.5|a0.05|none|k2	sum	median	mindet	rots	0.5	bh	5	5	1.0	0	0.0	224.8	209.06000000000003	48.599999999999994	0.0
DIA	top3__rots|bh|median|qrilc|fc0.5|a0.05|none|k2	top3	median	qrilc	rots	0.5	bh	5	5	1.0	0	0.0	224.8	215.7	43.5	0.0
DIA	top3__limrots|bh|median|impseq|fc0.5|a0.05|none|k2	top3	median	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	225.4	222.85999999999999	27.100000000000023	0.0
DIA	maxlfq__limrots|bh|none|seqknn|fc0.5|a0.05|none|k2	maxlfq	none	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	226.0	202.16	64.39999999999998	0.0
DIA	sum__limrots|bh|median|minprob|fc0.5|a0.05|none|k2	sum	median	minprob	limrots	0.5	bh	5	5	1.0	0	0.0	228.2	216.42000000000002	52.5	0.0
DIA	directlfq__limrots|bh|none|impseq|fc0.5|a0.05|none|k2	directlfq	none	impseq	limrots	0.5	bh	5	5	1.0	0	0.0	228.4	211.2	61.599999999999994	0.0
DIA	directlfq__rots|bh|median|mindet|fc0.5|a0.05|none|k2	directlfq	median	mindet	rots	0.5	bh	5	5	1.0	0	0.0	228.7	196.38000000000002	73.80000000000001	0.0
DIA	directlfq__limrots|bh|none|impseqrob|fc0.5|a0.05|none|k2	directlfq	none	impseqrob	limrots	0.5	bh	5	5	1.0	0	0.0	228.8	210.21999999999997	71.10000000000002	0.0
DIA	directlfq__rots|bh|median|minprob|fc0.5|a0.05|none|k2	directlfq	median	minprob	rots	0.5	bh	5	5	1.0	0	0.0	229.3	207.08	59.39999999999998	0.0
DIA	sum__limrots|bh|median|mindet|fc0.5|a0.05|none|k2	sum	median	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	229.4	212.14000000000001	48.400000000000006	0.0
DIA	top3__limrots|bh|median|seqknn|fc0.5|a0.05|none|k2	top3	median	seqknn	limrots	0.5	bh	5	5	1.0	0	0.0	229.4	222.36000000000004	29.69999999999999	0.0
DIA	directlfq__limrots|bh|median|mindet|fc0.5|a0.05|none|k2	directlfq	median	mindet	limrots	0.5	bh	5	5	1.0	0	0.0	230.4	203.42000000000002	71.9	0.0
