setting	step	option_a	option_b	metric	paired_comparisons	option_a_wins	ties	option_b_wins	option_a_win_rate	median_difference_a_minus_b	mean_difference_a_minus_b
LFQ	de_method	deqms	limrots	pauc01	480	143	0	337	0.29791666666666666	-0.0023215570579033784	-0.007357805270864309
LFQ	de_method	deqms	limrots	nmcc	480	359	2	119	0.7479166666666667	0.013426272703150943	0.031835505272148
LFQ	de_method	deqms	limrots	gmean	480	361	2	117	0.7520833333333333	0.13665948668706915	0.21276249970036265
LFQ	de_method	deqms	rots	pauc001	480	258	0	222	0.5375	0.0001474675953816451	0.011985007751531308
LFQ	de_method	deqms	rots	pauc005	480	188	0	292	0.39166666666666666	-0.0011973845265624838	-0.0027754579014312238
LFQ	de_method	deqms	rots	pauc01	480	141	0	339	0.29375	-0.002226675678074219	-0.007411848820718023
LFQ	de_method	deqms	rots	nmcc	480	351	4	125	0.73125	0.02225027881964725	0.033792052518578405
LFQ	de_method	deqms	rots	gmean	480	405	4	71	0.84375	0.20101661211361826	0.22831786624250255
LFQ	de_method	limma	limrots	pauc001	480	264	6	210	0.55	4.599611816108462e-05	0.013922726681646538
LFQ	de_method	limma	limrots	pauc005	480	203	1	276	0.42291666666666666	-0.0006497087161967396	0.000401302957683918
LFQ	de_method	limma	limrots	pauc01	480	163	1	316	0.33958333333333335	-0.001381584798312907	-0.004426141814125419
LFQ	de_method	limma	limrots	nmcc	480	331	3	146	0.6895833333333333	0.009330450932997503	0.030892636946438453
LFQ	de_method	limma	limrots	gmean	480	359	3	118	0.7479166666666667	0.10014498246689309	0.2018524019066725
LFQ	de_method	limma	rots	pauc001	480	209	5	266	0.4354166666666667	-5.3976649602105464e-05	0.009116067293764112
LFQ	de_method	limma	rots	pauc005	480	204	0	276	0.425	-0.0006931333937147399	-0.0011051007218389646
LFQ	de_method	limma	rots	pauc01	480	184	0	296	0.38333333333333336	-0.0013612437924414578	-0.0044801853639791335
LFQ	de_method	limma	rots	nmcc	480	337	4	139	0.7020833333333333	0.017646226739189197	0.032849184192868856
LFQ	de_method	limma	rots	gmean	480	400	4	76	0.8333333333333334	0.1757000260266207	0.2174077684488124
LFQ	de_method	limrots	rots	pauc001	480	202	12	266	0.42083333333333334	-4.9574428015786154e-05	-0.0048066593878824245
LFQ	de_method	limrots	rots	pauc005	480	233	0	247	0.48541666666666666	-1.946019896975626e-05	-0.0015064036795228823
LFQ	de_method	limrots	rots	pauc01	480	259	1	220	0.5395833333333333	4.735338845340831e-05	-5.404354985371456e-05
LFQ	de_method	limrots	rots	nmcc	480	99	240	141	0.20625	0.0	0.001956547246430402
LFQ	de_method	limrots	rots	gmean	480	164	247	69	0.3416666666666667	0.0	0.015555366542139935
TMT	quant	directlfq	maxlfq	pauc001	192	192	0	0	1.0	0.025718191137517388	0.03277994085600567
TMT	quant	directlfq	maxlfq	pauc005	192	192	0	0	1.0	0.010602871136995762	0.015605322683415558
TMT	quant	directlfq	maxlfq	pauc01	192	192	0	0	1.0	0.007114150861873225	0.012661693366897
TMT	quant	directlfq	maxlfq	nmcc	192	73	86	33	0.3802083333333333	0.0	0.0009406203823061268
TMT	quant	directlfq	maxlfq	gmean	192	73	86	33	0.3802083333333333	0.0	-0.001960776862209511
TMT	quant	directlfq	pibaq	pauc001	192	160	0	32	0.8333333333333334	0.01650397642582896	0.02697395871692358
TMT	quant	directlfq	pibaq	pauc005	192	104	0	88	0.5416666666666666	0.004996250153868065	0.01468179015588166
TMT	quant	directlfq	pibaq	pauc01	192	104	0	88	0.5416666666666666	0.002648904822406817	0.012192011681318955
TMT	quant	directlfq	pibaq	nmcc	192	51	68	73	0.265625	0.0	-0.0036153932879404043
TMT	quant	directlfq	pibaq	gmean	192	0	68	124	0.0	-0.011208566261600356	-0.03885782419458261
TMT	quant	directlfq	sum	pauc001	192	181	0	11	0.9427083333333334	0.033347085763675066	0.03407040360861336
TMT	quant	directlfq	sum	pauc005	192	180	0	12	0.9375	0.015120346310587063	0.01574792924323364
TMT	quant	directlfq	sum	pauc01	192	183	0	9	0.953125	0.01005517370242237	0.012585797698923025
TMT	quant	directlfq	sum	nmcc	192	68	71	53	0.3541666666666667	0.0	0.0037131873067203936
TMT	quant	directlfq	sum	gmean	192	52	71	69	0.2708333333333333	0.0	-0.01006329380976372
TMT	quant	directlfq	top3	pauc001	192	187	0	5	0.9739583333333334	0.03307747290264129	0.03327582337187704
TMT	quant	directlfq	top3	pauc005	192	192	0	0	1.0	0.01631693092293174	0.01725718656824329
TMT	quant	directlfq	top3	pauc01	192	192	0	0	1.0	0.013157807095544594	0.016114722095323525
TMT	quant	directlfq	top3	nmcc	192	64	67	61	0.3333333333333333	0.0	-0.008033977934440249
TMT	quant	directlfq	top3	gmean	192	48	67	77	0.25	0.0	-0.03455446201316118
TMT	quant	maxlfq	pibaq	pauc001	192	60	0	132	0.3125	-0.010690834149457873	-0.005805982139082095
TMT	quant	maxlfq	pibaq	pauc005	192	92	0	100	0.4791666666666667	-0.0016609708410205148	-0.0009235325275338968
TMT	quant	maxlfq	pibaq	pauc01	192	93	0	99	0.484375	-0.0023512406512502526	-0.00046968168557804296
TMT	quant	maxlfq	pibaq	nmcc	192	53	68	71	0.2760416666666667	0.0	-0.00455601367024653
TMT	quant	maxlfq	pibaq	gmean	192	0	68	124	0.0	-0.017035599274663915	-0.0368970473323731
TMT	quant	maxlfq	sum	pauc001	192	138	0	54	0.71875	0.0036142905929449354	0.001290462752607693
TMT	quant	maxlfq	sum	pauc005	192	142	0	50	0.7395833333333334	0.002610326382169459	0.00014260655981808423
TMT	quant	maxlfq	sum	pauc01	192	137	0	55	0.7135416666666666	0.0014287284316957805	-7.589566797397418e-05
TMT	quant	maxlfq	sum	nmcc	192	69	71	52	0.359375	0.0	0.0027725669244142667
TMT	quant	maxlfq	sum	gmean	192	36	71	85	0.1875	0.0	-0.008102516947554211
TMT	quant	maxlfq	top3	pauc001	192	132	0	60	0.6875	0.0051294619306262446	0.0004958825158713648
TMT	quant	maxlfq	top3	pauc005	192	125	0	67	0.6510416666666666	0.0027207093849397346	0.0016518638848277325
TMT	quant	maxlfq	top3	pauc01	192	148	0	44	0.7708333333333334	0.001993537884256602	0.0034530287284265247
TMT	quant	maxlfq	top3	nmcc	192	64	67	61	0.3333333333333333	0.0	-0.008974598316746372
TMT	quant	maxlfq	top3	gmean	192	32	67	93	0.16666666666666666	0.0	-0.032593685150951665
TMT	quant	pibaq	sum	pauc001	192	138	0	54	0.71875	0.018991713204542404	0.0070964448916897875
TMT	quant	pibaq	sum	pauc005	192	128	0	64	0.6666666666666666	0.015664974160305878	0.0010661390873519816
TMT	quant	pibaq	sum	pauc01	192	128	0	64	0.6666666666666666	0.016934238303236565	0.00039378601760407
TMT	quant	pibaq	sum	nmcc	192	87	68	37	0.453125	0.0	0.0073285805946607975
TMT	quant	pibaq	sum	gmean	192	122	68	2	0.6354166666666666	0.020500220118061185	0.028794530384818894
TMT	quant	pibaq	top3	pauc001	192	130	0	62	0.6770833333333334	0.019867153897439815	0.00630186465495346
TMT	quant	pibaq	top3	pauc005	192	120	0	72	0.625	0.015707240061135275	0.0025753964123616294
TMT	quant	pibaq	top3	pauc01	192	128	0	64	0.6666666666666666	0.016799189368372602	0.003922710414004569
TMT	quant	pibaq	top3	nmcc	192	54	68	70	0.28125	0.0	-0.004418584646499844
TMT	quant	pibaq	top3	gmean	192	70	68	54	0.3645833333333333	0.0	0.004303362181421431
TMT	quant	sum	top3	pauc001	192	138	0	54	0.71875	0.00046817628792789057	-0.000794580236736328
TMT	quant	sum	top3	pauc005	192	150	0	42	0.78125	0.0007506140048177401	0.0015092573250096483
TMT	quant	sum	top3	pauc01	192	158	0	34	0.8229166666666666	0.0006193610493678281	0.003528924396400499
TMT	quant	sum	top3	nmcc	192	32	67	93	0.16666666666666666	0.0	-0.011747165241160642
TMT	quant	sum	top3	gmean	192	16	67	109	0.08333333333333333	-0.0035127036051599975	-0.02449116820339746
TMT	normalization	median	none	pauc001	480	143	1	336	0.29791666666666666	-0.0021682963469044636	-0.0045376738540660825
TMT	normalization	median	none	pauc005	480	102	0	378	0.2125	-0.010659377814189519	-0.010050720828488537
TMT	normalization	median	none	pauc01	480	99	0	381	0.20625	-0.01298720662916314	-0.010951901954980626
TMT	normalization	median	none	nmcc	480	94	217	169	0.19583333333333333	0.0	-0.02131687809630518
TMT	normalization	median	none	gmean	480	94	217	169	0.19583333333333333	0.0	-0.01919115707066536
TMT	imputation	impseq	impseqrob	pauc001	120	48	61	11	0.4	0.0	0.0038298908947155467
TMT	imputation	impseq	impseqrob	pauc005	120	56	49	15	0.4666666666666667	0.0	0.0015318631439749338
TMT	imputation	impseq	impseqrob	pauc01	120	57	45	18	0.475	0.0	0.0008572544768829682
TMT	imputation	impseq	impseqrob	nmcc	120	13	103	4	0.10833333333333334	0.0	0.0006086765619351379
TMT	imputation	impseq	impseqrob	gmean	120	12	103	5	0.1	0.0	2.1151348981707808e-05
TMT	imputation	impseq	knn	pauc001	120	23	47	50	0.19166666666666668	0.0	-0.017103365608100787
TMT	imputation	impseq	knn	pauc005	120	33	43	44	0.275	0.0	-0.009049965969836956
TMT	imputation	impseq	knn	pauc01	120	30	42	48	0.25	0.0	-0.0067797701192073715
TMT	imputation	impseq	knn	nmcc	120	28	82	10	0.23333333333333334	0.0	0.0011507365692330046
TMT	imputation	impseq	knn	gmean	120	29	82	9	0.24166666666666667	0.0	0.004491994787489865
TMT	imputation	impseq	mindet	pauc001	120	20	44	56	0.16666666666666666	0.0	-0.01603670837938536
TMT	imputation	impseq	mindet	pauc005	120	32	42	46	0.26666666666666666	0.0	-0.008357095945235997
TMT	imputation	impseq	mindet	pauc01	120	32	42	46	0.26666666666666666	0.0	-0.006776003458797855
TMT	imputation	impseq	mindet	nmcc	120	43	68	9	0.35833333333333334	0.0	0.005039004224714102
TMT	imputation	impseq	mindet	gmean	120	48	68	4	0.4	0.0	0.013977058195635023
TMT	imputation	impseq	minprob	pauc001	120	32	42	46	0.26666666666666666	0.0	-0.008916609951444228
TMT	imputation	impseq	minprob	pauc005	120	41	42	37	0.3416666666666667	0.0	-0.002379469689651087
TMT	imputation	impseq	minprob	pauc01	120	47	42	31	0.39166666666666666	0.0	-0.0010867545588505612
TMT	imputation	impseq	minprob	nmcc	120	43	66	11	0.35833333333333334	0.0	0.004262466206694734
TMT	imputation	impseq	minprob	gmean	120	43	66	11	0.35833333333333334	0.0	0.011954473512985926
TMT	imputation	impseq	none	pauc001	120	25	45	50	0.20833333333333334	0.0	-0.0058772474482248725
TMT	imputation	impseq	none	pauc005	120	34	42	44	0.2833333333333333	0.0	-0.0034921571657087294
TMT	imputation	impseq	none	pauc01	120	32	42	46	0.26666666666666666	0.0	-0.0029816673889904656
TMT	imputation	impseq	none	nmcc	120	39	73	8	0.325	0.0	0.033659900307878264
TMT	imputation	impseq	none	gmean	120	40	73	7	0.3333333333333333	0.0	0.06957865999523412
TMT	imputation	impseq	qrilc	pauc001	120	46	42	32	0.38333333333333336	0.0	-0.005443953117759547
TMT	imputation	impseq	qrilc	pauc005	120	63	42	15	0.525	2.630137809833677e-05	0.00376431047515511
TMT	imputation	impseq	qrilc	pauc01	120	74	42	4	0.6166666666666667	0.00012668549552297126	0.005912479458102267
TMT	imputation	impseq	qrilc	nmcc	120	44	65	11	0.36666666666666664	0.0	0.003175458144262026
TMT	imputation	impseq	qrilc	gmean	120	38	65	17	0.31666666666666665	0.0	0.009919976118909957
TMT	imputation	impseq	seqknn	pauc001	120	23	44	53	0.19166666666666668	0.0	-0.016463923841470655
TMT	imputation	impseq	seqknn	pauc005	120	25	42	53	0.20833333333333334	0.0	-0.008197225396666546
TMT	imputation	impseq	seqknn	pauc01	120	25	42	53	0.20833333333333334	0.0	-0.00584355152893705
TMT	imputation	impseq	seqknn	nmcc	120	22	80	18	0.18333333333333332	0.0	-3.6781860855134944e-05
TMT	imputation	impseq	seqknn	gmean	120	22	80	18	0.18333333333333332	0.0	0.0028335752004851025
TMT	imputation	impseqrob	knn	pauc001	120	21	46	53	0.175	0.0	-0.020933256502816338
TMT	imputation	impseqrob	knn	pauc005	120	33	42	45	0.275	0.0	-0.010581829113811888
TMT	imputation	impseqrob	knn	pauc01	120	31	42	47	0.25833333333333336	0.0	-0.0076370245960903395
TMT	imputation	impseqrob	knn	nmcc	120	27	81	12	0.225	0.0	0.0005420600072978667
TMT	imputation	impseqrob	knn	gmean	120	30	81	9	0.25	0.0	0.004470843438508158
TMT	imputation	impseqrob	mindet	pauc001	120	19	44	57	0.15833333333333333	0.0	-0.019866599274100904
TMT	imputation	impseqrob	mindet	pauc005	120	29	44	47	0.24166666666666667	0.0	-0.009888959089210928
TMT	imputation	impseqrob	mindet	pauc01	120	29	44	47	0.24166666666666667	0.0	-0.007633257935680824
TMT	imputation	impseqrob	mindet	nmcc	120	42	68	10	0.35	0.0	0.004430327662778964
TMT	imputation	impseqrob	mindet	gmean	120	48	68	4	0.4	0.0	0.013955906846653316
TMT	imputation	impseqrob	minprob	pauc001	120	29	42	49	0.24166666666666667	0.0	-0.012746500846159773
TMT	imputation	impseqrob	minprob	pauc005	120	39	42	39	0.325	0.0	-0.003911332833626021
TMT	imputation	impseqrob	minprob	pauc01	120	44	42	34	0.36666666666666664	0.0	-0.0019440090357335294
TMT	imputation	impseqrob	minprob	nmcc	120	41	66	13	0.3416666666666667	0.0	0.0036537896447595957
TMT	imputation	impseqrob	minprob	gmean	120	43	66	11	0.35833333333333334	0.0	0.01193332216400422
TMT	imputation	impseqrob	none	pauc001	120	23	45	52	0.19166666666666668	0.0	-0.00970713834294042
TMT	imputation	impseqrob	none	pauc005	120	28	44	48	0.23333333333333334	0.0	-0.005024020309683663
TMT	imputation	impseqrob	none	pauc01	120	26	44	50	0.21666666666666667	0.0	-0.0038389218658734336
TMT	imputation	impseqrob	none	nmcc	120	39	70	11	0.325	0.0	0.033051223745943124
TMT	imputation	impseqrob	none	gmean	120	40	70	10	0.3333333333333333	0.0	0.0695575086462524
TMT	imputation	impseqrob	qrilc	pauc001	120	39	42	39	0.325	0.0	-0.009273844012475092
TMT	imputation	impseqrob	qrilc	pauc005	120	61	42	17	0.5083333333333333	5.379827338336529e-06	0.0022324473311801764
TMT	imputation	impseqrob	qrilc	pauc01	120	73	42	5	0.6083333333333333	0.0001268169574692446	0.005055224981219299
TMT	imputation	impseqrob	qrilc	nmcc	120	44	65	11	0.36666666666666664	0.0	0.002566781582326888
TMT	imputation	impseqrob	qrilc	gmean	120	39	65	16	0.325	0.0	0.00989882476992825
TMT	imputation	impseqrob	seqknn	pauc001	120	22	44	54	0.18333333333333332	0.0	-0.020293814736186203
TMT	imputation	impseqrob	seqknn	pauc005	120	25	42	53	0.20833333333333334	0.0	-0.00972908854064148
TMT	imputation	impseqrob	seqknn	pauc01	120	25	42	53	0.20833333333333334	0.0	-0.006700806005820018
TMT	imputation	impseqrob	seqknn	nmcc	120	21	80	19	0.175	0.0	-0.0006454584227902729
TMT	imputation	impseqrob	seqknn	gmean	120	23	80	17	0.19166666666666668	0.0	0.002812423851503395
TMT	imputation	knn	mindet	pauc001	120	44	47	29	0.36666666666666664	0.0	0.0010666572287154296
TMT	imputation	knn	mindet	pauc005	120	50	44	26	0.4166666666666667	0.0	0.0006928700246009593
TMT	imputation	knn	mindet	pauc01	120	49	44	27	0.4083333333333333	0.0	3.7666604095163794e-06
TMT	imputation	knn	mindet	nmcc	120	40	75	5	0.3333333333333333	0.0	0.0038882676554810964
TMT	imputation	knn	mindet	gmean	120	42	75	3	0.35	0.0	0.009485063408145157
TMT	imputation	knn	minprob	pauc001	120	49	48	23	0.4083333333333333	0.0	0.008186755656656561
TMT	imputation	knn	minprob	pauc005	120	69	44	7	0.575	2.280022062406406e-05	0.006670496280185868
TMT	imputation	knn	minprob	pauc01	120	69	44	7	0.575	2.221706891397668e-05	0.0056930155603568105
TMT	imputation	knn	minprob	nmcc	120	35	75	10	0.2916666666666667	0.0	0.003111729637461729
TMT	imputation	knn	minprob	gmean	120	35	75	10	0.2916666666666667	0.0	0.007462478725496062
TMT	imputation	knn	none	pauc001	120	52	46	22	0.43333333333333335	0.0	0.011226118159875917
TMT	imputation	knn	none	pauc005	120	55	44	21	0.4583333333333333	0.0	0.005557808804128225
TMT	imputation	knn	none	pauc01	120	55	44	21	0.4583333333333333	0.0	0.003798102730216906
TMT	imputation	knn	none	nmcc	120	35	79	6	0.2916666666666667	0.0	0.03250916373864526
TMT	imputation	knn	none	gmean	120	35	79	6	0.2916666666666667	0.0	0.06508666520774423
TMT	imputation	knn	qrilc	pauc001	120	71	44	5	0.5916666666666667	0.00012509804297627936	0.01165941249034124
TMT	imputation	knn	qrilc	pauc005	120	72	42	6	0.6	0.0001335563485250768	0.012814276444992063
TMT	imputation	knn	qrilc	pauc01	120	72	42	6	0.6	9.894935989279707e-05	0.012692249577309639
TMT	imputation	knn	qrilc	nmcc	120	41	69	10	0.3416666666666667	0.0	0.0020247215750290215
TMT	imputation	knn	qrilc	gmean	120	32	69	19	0.26666666666666666	0.0	0.005427981331420092
TMT	imputation	knn	seqknn	pauc001	120	47	51	22	0.39166666666666666	0.0	0.0006394417666301333
TMT	imputation	knn	seqknn	pauc005	120	47	45	28	0.39166666666666666	0.0	0.0008527405731704093
TMT	imputation	knn	seqknn	pauc01	120	47	45	28	0.39166666666666666	0.0	0.0009362185902703213
TMT	imputation	knn	seqknn	nmcc	120	3	96	21	0.025	0.0	-0.0011875184300881396
TMT	imputation	knn	seqknn	gmean	120	3	96	21	0.025	0.0	-0.0016584195870047631
TMT	imputation	mindet	minprob	pauc001	120	58	46	16	0.48333333333333334	0.0	0.007120098427941131
TMT	imputation	mindet	minprob	pauc005	120	57	44	19	0.475	0.0	0.005977626255584909
TMT	imputation	mindet	minprob	pauc01	120	54	44	22	0.45	0.0	0.005689248899947294
TMT	imputation	mindet	minprob	nmcc	120	11	90	19	0.09166666666666666	0.0	-0.0007765380180193677
TMT	imputation	mindet	minprob	gmean	120	8	90	22	0.06666666666666667	0.0	-0.0020225846826490957
TMT	imputation	mindet	none	pauc001	120	46	48	26	0.38333333333333336	0.0	0.010159460931160488
TMT	imputation	mindet	none	pauc005	120	46	46	28	0.38333333333333336	0.0	0.004864938779527266
TMT	imputation	mindet	none	pauc01	120	46	46	28	0.38333333333333336	0.0	0.0037943360698073896
TMT	imputation	mindet	none	nmcc	120	29	72	19	0.24166666666666667	0.0	0.028620896083164163
TMT	imputation	mindet	none	gmean	120	26	72	22	0.21666666666666667	0.0	0.05560160179959908
TMT	imputation	mindet	qrilc	pauc001	120	69	46	5	0.575	0.00011484753443813389	0.010592755261625812
TMT	imputation	mindet	qrilc	pauc005	120	69	43	8	0.575	8.966378897140581e-05	0.012121406420391105
TMT	imputation	mindet	qrilc	pauc01	120	68	42	10	0.5666666666666667	5.464434898555526e-05	0.012688482916900123
TMT	imputation	mindet	qrilc	nmcc	120	15	80	25	0.125	0.0	-0.0018635460804520753
TMT	imputation	mindet	qrilc	gmean	120	12	80	28	0.1	0.0	-0.004057082076725066
TMT	imputation	mindet	seqknn	pauc001	120	34	46	40	0.2833333333333333	0.0	-0.0004272154620852962
TMT	imputation	mindet	seqknn	pauc005	120	28	44	48	0.23333333333333334	0.0	0.00015987054856944998
TMT	imputation	mindet	seqknn	pauc01	120	34	44	42	0.2833333333333333	0.0	0.0009324519298608049
TMT	imputation	mindet	seqknn	nmcc	120	5	70	45	0.041666666666666664	0.0	-0.005075786085569235
TMT	imputation	mindet	seqknn	gmean	120	4	70	46	0.03333333333333333	0.0	-0.01114348299514992
TMT	imputation	minprob	none	pauc001	120	34	46	40	0.2833333333333333	0.0	0.003039362503219355
TMT	imputation	minprob	none	pauc005	120	38	44	38	0.31666666666666665	0.0	-0.0011126874760576425
TMT	imputation	minprob	none	pauc01	120	36	44	40	0.3	0.0	-0.0018949128301399044
TMT	imputation	minprob	none	nmcc	120	31	71	18	0.25833333333333336	0.0	0.02939743410118353
TMT	imputation	minprob	none	gmean	120	33	71	16	0.275	0.0	0.05762418648224817
TMT	imputation	minprob	qrilc	pauc001	120	67	44	9	0.5583333333333333	1.9455046817384858e-05	0.0034726568336846805
TMT	imputation	minprob	qrilc	pauc005	120	74	42	4	0.6166666666666667	8.629072262444915e-05	0.006143780164806197
TMT	imputation	minprob	qrilc	pauc01	120	71	42	7	0.5916666666666667	5.722976726152407e-05	0.006999234016952829
TMT	imputation	minprob	qrilc	nmcc	120	21	84	15	0.175	0.0	-0.0010870080624327076
TMT	imputation	minprob	qrilc	gmean	120	16	84	20	0.13333333333333333	0.0	-0.00203449739407597
TMT	imputation	minprob	seqknn	pauc001	120	28	48	44	0.23333333333333334	0.0	-0.0075473138900264275
TMT	imputation	minprob	seqknn	pauc005	120	9	44	67	0.075	-1.421811510832205e-05	-0.005817755707015458
TMT	imputation	minprob	seqknn	pauc01	120	7	44	69	0.058333333333333334	-1.8930520258031436e-05	-0.004756796970086489
TMT	imputation	minprob	seqknn	nmcc	120	7	74	39	0.058333333333333334	0.0	-0.004299248067549869
TMT	imputation	minprob	seqknn	gmean	120	10	74	36	0.08333333333333333	0.0	-0.009120898312500824
TMT	imputation	none	qrilc	pauc001	120	53	45	22	0.44166666666666665	0.0	0.00043329433046532527
TMT	imputation	none	qrilc	pauc005	120	65	42	13	0.5416666666666666	3.5267756995305266e-05	0.007256467640863839
TMT	imputation	none	qrilc	pauc01	120	67	42	11	0.5583333333333333	6.308772403923468e-05	0.008894146847092731
TMT	imputation	none	qrilc	nmcc	120	28	66	26	0.23333333333333334	0.0	-0.03048444216361624
TMT	imputation	none	qrilc	gmean	120	17	66	37	0.14166666666666666	0.0	-0.059658683876324135
TMT	imputation	none	seqknn	pauc001	120	21	46	53	0.175	0.0	-0.010586676393245783
TMT	imputation	none	seqknn	pauc005	120	16	44	60	0.13333333333333333	-3.4157633893583395e-07	-0.004705068230957816
TMT	imputation	none	seqknn	pauc01	120	19	44	57	0.15833333333333333	0.0	-0.0028618841399465846
TMT	imputation	none	seqknn	nmcc	120	3	77	40	0.025	0.0	-0.0336966821687334
TMT	imputation	none	seqknn	gmean	120	2	77	41	0.016666666666666666	0.0	-0.066745084794749
TMT	imputation	qrilc	seqknn	pauc001	120	5	44	71	0.041666666666666664	-0.00012635320728709987	-0.011019970723711107
TMT	imputation	qrilc	seqknn	pauc005	120	6	42	72	0.05	-0.00012535851639050577	-0.011961535871821657
TMT	imputation	qrilc	seqknn	pauc01	120	5	42	73	0.041666666666666664	-0.00012449446308582246	-0.011756030987039317
TMT	imputation	qrilc	seqknn	nmcc	120	8	67	45	0.06666666666666667	0.0	-0.003212240005117161
TMT	imputation	qrilc	seqknn	gmean	120	18	67	35	0.15	0.0	-0.007086400918424855
TMT	de_method	deqms	limma	pauc001	240	160	0	80	0.6666666666666666	0.0034843610725109886	0.0021647404433614587
TMT	de_method	deqms	limma	pauc005	240	125	1	114	0.5208333333333334	0.0003565994674781803	-0.0013954615885256848
TMT	de_method	deqms	limma	pauc01	240	120	0	120	0.5	-1.5640327520882735e-05	-0.0014519457567917283
TMT	de_method	deqms	limma	nmcc	240	11	166	63	0.04583333333333333	0.0	-0.0017693145587433154
TMT	de_method	deqms	limma	gmean	240	19	166	55	0.07916666666666666	0.0	-0.0031776709221447833
TMT	de_method	deqms	limrots	pauc001	240	147	0	93	0.6125	0.002501853715532798	-0.0008912556299588717
TMT	de_method	deqms	limrots	pauc005	240	101	0	139	0.42083333333333334	-0.0007704636498148121	-0.004992887888702607
TMT	de_method	deqms	limrots	pauc01	240	95	0	145	0.3958333333333333	-0.000577756184331979	-0.004662108090893606
TMT	de_method	deqms	limrots	nmcc	240	190	4	46	0.7916666666666666	0.023000408942392248	0.03203215563716146
TMT	de_method	deqms	limrots	gmean	240	231	4	5	0.9625	0.1219190483680054	0.17784283324141767
TMT	de_method	deqms	rots	pauc001	240	158	0	82	0.6583333333333333	0.003005700136259004	0.0020697163005506205
TMT	de_method	deqms	rots	pauc005	240	121	0	119	0.5041666666666667	0.00010261124277854972	-0.0026101773768876227
TMT	de_method	deqms	rots	pauc01	240	117	0	123	0.4875	-6.470122678958745e-05	-0.00272025823325744
TMT	de_method	deqms	rots	nmcc	240	182	13	45	0.7583333333333333	0.01921962260270016	0.03099654165850118
TMT	de_method	deqms	rots	gmean	240	223	13	4	0.9291666666666667	0.1219190483680054	0.17577196758421365
TMT	de_method	limma	limrots	pauc001	240	112	26	102	0.4666666666666667	0.0	-0.0030559960733203303
TMT	de_method	limma	limrots	pauc005	240	35	25	180	0.14583333333333334	-0.0008677642157929322	-0.0035974263001769214
TMT	de_method	limma	limrots	pauc01	240	37	23	180	0.15416666666666667	-0.000707210008476622	-0.003210162334101878
TMT	de_method	limma	limrots	nmcc	240	197	1	42	0.8208333333333333	0.02582531328661969	0.03380147019590477
TMT	de_method	limma	limrots	gmean	240	238	1	1	0.9916666666666667	0.1219190483680054	0.18102050416356247
TMT	de_method	limma	rots	pauc001	240	109	1	130	0.45416666666666666	-0.0005446907629515496	-9.502414281083819e-05
TMT	de_method	limma	rots	pauc005	240	66	0	174	0.275	-0.0006012661210459402	-0.0012147157883619377
TMT	de_method	limma	rots	pauc01	240	74	0	166	0.30833333333333335	-0.00032337770753571027	-0.001268312476465712
TMT	de_method	limma	rots	nmcc	240	193	5	42	0.8041666666666667	0.020113922863385203	0.032765856217244496
TMT	de_method	limma	rots	gmean	240	234	5	1	0.975	0.1219190483680054	0.17894963850635845
TMT	de_method	limrots	rots	pauc001	240	119	0	121	0.49583333333333335	-8.15856802016679e-06	0.0029609719305094926
TMT	de_method	limrots	rots	pauc005	240	178	0	62	0.7416666666666667	0.0008596622510238516	0.0023827105118149837
TMT	de_method	limrots	rots	pauc01	240	182	0	58	0.7583333333333333	0.0006089755556152321	0.001941849857636166
TMT	de_method	limrots	rots	nmcc	240	17	185	38	0.07083333333333333	0.0	-0.0010356139786602857
TMT	de_method	limrots	rots	gmean	240	17	185	38	0.07083333333333333	0.0	-0.0020708656572040202
